Name (or Code),RIC,ISIN,CUSIP/CINS,Type of Equity,Exchange,Country of Issuer
UBAG Unternehmer Ordianry Shares (Conventional),IHUGk.DE^H08,DE000A0JCXJ8,D8487K122,Ordinary Share,Xetra,Germany
Constantin Medien E Ord Shs,EV4Ge.F^D10,DE000A0N3S82,D1622S118,Ordinary Share,Frankfurt Stock Exchange,Germany
United Medical Systems International Ord Shs,UMS.F^A19,DE0005493654,D8506V109,Ordinary Share,Frankfurt Stock Exchange,Germany
Hindrchs-Auffrmn Common Stock,AUFG.F^D03,DE0006064009,D32849107,Ordinary Share,Frankfurt Stock Exchange,Germany
Informica.de AG Ord Shs New,IDEGe.DE^I07,DE000A0H50B8,undefined,Ordinary Share,Xetra,Germany
PC-Ware Information Technologies Ord Shs,PCWG.DE^A11,DE0006910904,D5990N106,Ordinary Share,Xetra,Germany
MG Vermgnsvgs Common Stock,VDMG.F^G04,DE0007677007,D54053109,Ordinary Share,Frankfurt Stock Exchange,Germany
Bayerische Gewerbebau Ord Shs,MUKG.F^G16,DE0006569007,D52343106,Ordinary Share,Frankfurt Stock Exchange,Germany
Triplan Ord Shs,TPNG.F^A18,DE0007499303,D84543103,Ordinary Share,Frankfurt Stock Exchange,Germany
Cargolifter Ord Shs,CGLGn.F^J12,DE0005402614,D8269P158,Ordinary Share,Frankfurt Stock Exchange,Germany
Aleo Solar Ord Shs,AS1Gn.DE^C15,DE000A0JM634,D03137102,Ordinary Share,Xetra,Germany
SN Mineral Mining Ord Shs,SEMG.F^L12,DE000A1EW0V8,D6993E101,Ordinary Share,Frankfurt Stock Exchange,Germany
vwd Vereinigte Wirtschafts Ord Shs,VWDG.F^E14,DE0005204705,D11798101,Ordinary Share,Frankfurt Stock Exchange,Germany
Synaxon Ord Shs,PCSG.F^J15,DE0006873805,D827A0100,Ordinary Share,Frankfurt Stock Exchange,Germany
VBH Holding K Ord Shs,VBHKk.DE^I16,DE000A161002,D8T72S109,Ordinary Share,Xetra,Germany
Epcos V Ord Shs,EPCGv.DE^J08,DE000A0WMK00,D2491H159,Ordinary Share,Xetra,Germany
Youniq Ord Shs,YOUG.DE^B16,DE000A0B7EZ7,D0378P104,Ordinary Share,Xetra,Germany
Dibag Industrie Ord Shs,GSPG.DE^F09,DE0005884001,D28378103,Ordinary Share,Xetra,Germany
Conergy K Ord Shs,CGYGk.F^F14,DE000A1KRCK4,D1607X157,Ordinary Share,Frankfurt Stock Exchange,Germany
Prout AG Ord Shs,POUGe.DE^J06,DE000A0HN4G0,D6216Y165,Ordinary Share,Xetra,Germany
Jerini Ord Shs,JI4G.DE^L09,DE0006787476,D3819J109,Ordinary Share,Xetra,Germany
Injex Pharma Ord Shs,6PKG.F^L12,DE000A0STYL7,D3R8B2115,Ordinary Share,Frankfurt Stock Exchange,Germany
Comarch Software und Beratung K Ord Shs,FTMGk.F^J12,DE000A1KRMR8,D1565Z103,Ordinary Share,Frankfurt Stock Exchange,Germany
ATB Antriebstech Common Stock,ATBG.F^G03,DE0005051601,D06384107,Ordinary Share,Frankfurt Stock Exchange,Germany
Axa Konzern Ord Shs,COLG.DE^G07,DE0008410002,D15585140,Ordinary Share,Xetra,Germany
Wuertt Bad Vers Common Stock,WBVG.F^L05,DE0008455007,D97358101,Ordinary Share,Frankfurt Stock Exchange,Germany
ContiTech Ord Shs,BTRG.DE^B09,DE000A0DN1L0,D15960103,Ordinary Share,Xetra,Germany
BHS Tabletop Ord Shs,BHSG.F^K20,DE0006102007,D34388120,Ordinary Share,Frankfurt Stock Exchange,Germany
Friatec Common Stock,FKKG.F^J05,DE0005788509,D27362108,Ordinary Share,Frankfurt Stock Exchange,Germany
BEWAG Ord Shs,BKLG.DE^J03,DE0005303002,D10304109,Ordinary Share,Xetra,Germany
OnVista Ord Shs,ONVG.F^F15,DE0005461602,D5868Y101,Ordinary Share,Frankfurt Stock Exchange,Germany
Hornschuch Common Stock,HOKG.F^L05,DE0006083900,D4158B103,Ordinary Share,Frankfurt Stock Exchange,Germany
Cybio Ord Shs,CQJG.F^H12,DE0005412308,D16513109,Ordinary Share,Frankfurt Stock Exchange,Germany
Cycos Ord Shs,YOSG.F^A15,DE0007700205,D16519106,Ordinary Share,Frankfurt Stock Exchange,Germany
Heiler Software Ord Shs,HRWG.F^E13,DE0005429906,D3178E105,Ordinary Share,Frankfurt Stock Exchange,Germany
Deutsche Steinzeug Cremer & Breuer Ord Shs,DSKk.F^J14,DE000A1TNLL3,D20288177,Ordinary Share,Frankfurt Stock Exchange,Germany
KTG Energie Ord Shs,KB7.DE^A17,DE000A0HNG53,D4S2AP107,Ordinary Share,Xetra,Germany
Tarkett AG Ord Shs,TAGG.DE^G06,DE0007002008,D8284Q108,Ordinary Share,Xetra,Germany
FranconoWest Ord Shs,4FRG.DE^I12,DE000A0KFRM5,undefined,Ordinary Share,Xetra,Germany
Hymer Ord Shs,HYMG.F^F13,DE0006096704,D3445M104,Ordinary Share,Frankfurt Stock Exchange,Germany
Primion Technology Ord Shs,P4TG.F^D15,DE0005117006,D6S863111,Ordinary Share,Frankfurt Stock Exchange,Germany
Grundstuecks Und Baugesellschaft Ord Shs,GBHG.DE^C08,DE0005866305,D2906A104,Ordinary Share,Xetra,Germany
Real N Ord Shs,BJUGn.F^H10,DE000A0N4R25,D6363A101,Ordinary Share,Frankfurt Stock Exchange,Germany
IMW Immobilien Common Stock,GARG.F^K04,DE0005853402,D2754S108,Ordinary Share,Frankfurt Stock Exchange,Germany
Celanese AG Common Stock,CZZGv.DE^C04,DE000A0AHS13,D1497A150,Ordinary Share,Xetra,Germany
Genescan Europe K Ord Shs,GEPGk.DE^B10,DE000A0Z1LZ7,D1818A186,Ordinary Share,Xetra,Germany
VEM Aktienbank Ord Shs,VABGn.DE^E09,DE000A0L1JJ1,D8601L204,Ordinary Share,Xetra,Germany
SQS Software Quality Systems Ord Shs,SQSGn.F^B18,DE0005493514,D7625L109,Ordinary Share,Frankfurt Stock Exchange,Germany
Linodiagnostic Ord Shs,LDIG.F^L12,DE0006486400,D5043U107,Ordinary Share,Frankfurt Stock Exchange,Germany
Didier Werke AG Ord Shs,DIDG.DE^H10,DE0005537005,D21057100,Ordinary Share,Xetra,Germany
SEE Real Estate Ord Shs,SR8G.DE^L12,DE000A0KEZW0,D6901M104,Ordinary Share,Xetra,Germany
New-York Hamburger Gummi Ord Shs,NYHG.F^E18,DE0006765506,D56504109,Ordinary Share,Frankfurt Stock Exchange,Germany
Curanum Ord Shs,BOHG.DE^B15,DE0005240709,D1648V103,Ordinary Share,Xetra,Germany
Essanelle Hair Group Ord Shs,EHXG.DE^H14,DE0006610314,D2218L103,Ordinary Share,Xetra,Germany
Ropal Europe K Ord Shs,RO5Kk.DE^G17,DE000A1MBGB4,D6S0A7106,Ordinary Share,Xetra,Germany
Keramag Ord Shs,KERG.DE^L08,DE0006283005,D38663106,Ordinary Share,Xetra,Germany
Weru AG Ord Shs,WERG.DE^L06,DE0007771909,D9574L106,Ordinary Share,Xetra,Germany
INFO Ord Shs,IGIG.F^G12,DE0006205909,D35471107,Ordinary Share,Frankfurt Stock Exchange,Germany
Solon Ordinary Shares,SOOGe.DE^H05,DE000A0DRXN1,D7047R171,Ordinary Share,Xetra,Germany
Medisana Ord Shs,MHHG.DE^J16,DE0005492540,D3271V103,Ordinary Share,Xetra,Germany
Hanfwerke Oberachern Ord Shs,HNFG.F^L12,DE0006019508,D30113126,Ordinary Share,Frankfurt Stock Exchange,Germany
IVG Deutschland Immobilien Ord Shs,SDKG.DE^C09,DE0007276008,D81413102,Ordinary Share,Xetra,Germany
SKW Stahl-Metallurgie Holding N Ord Shs,SK1Gn.DE^A19,DE000SKWM021,D6959B125,Ordinary Share,Xetra,Germany
DSL Holding AG Common Stock,DSLG.DE^J04,DE0005560403,D2323K107,Ordinary Share,Xetra,Germany
Tantalus Rare Earths E Ord Shs,TAEe.DE^I11,DE000A1KRQE7,D8281V126,Ordinary Share,Xetra,Germany
Reply Deutschland Ord Shs,SYSG.DE^L13,DE0005501456,D8281T105,Ordinary Share,Xetra,Germany
UNIVERMA Ord Shs,UNVG.F^L12,DE000A0V9MF4,D8545C104,Ordinary Share,Frankfurt Stock Exchange,Germany
Fast Casualwear Ord Shs,FCA.F^H15,DE000A1PHFG5,D27267109,Ordinary Share,Frankfurt Stock Exchange,Germany
Jagenberg Ord Shs,JAGG.DE^C09,DE000A0KPPA3,D37124183,Ordinary Share,Xetra,Germany
Gerling K A Vers Ord Shs,GKAGa.DE^E07,DE0008418922,D28023121,Ordinary Share,Xetra,Germany
IBS Excellence Collaboration Manufacturing Ord Shs,IBBGn.F^H14,DE0006228406,D3461F116,Ordinary Share,Frankfurt Stock Exchange,Germany
HumanOptics K Ord Shs,H9O1k.F^K21,DE000A1MMCR6,D3495A109,Ordinary Share,Frankfurt Stock Exchange,Germany
Net Mobile Ord Shs,N1MG.DE^I16,DE0008137852,D56876101,Ordinary Share,Xetra,Germany
Rohwedder Ord Shs,RWDG.DE^L10,DE0007057705,D6590N108,Ordinary Share,Xetra,Germany
COMplus Technologies Ord Shs,PCAG.F^L12,DE000A1C3DF8,D6057V106,Ordinary Share,Frankfurt Stock Exchange,Germany
klickTel Ord Shs,KT8G.DE^C09,DE000A0JJ3E1,D40375103,Ordinary Share,Xetra,Germany
hotel.de N Ord Shs,HTLGn.F^J13,DE0006910938,D3312L106,Ordinary Share,Frankfurt Stock Exchange,Germany
Gasanstalt Kaiserslautern Ord Shs,GAKG.DE^L10,DE0005853808,D2755Y104,Ordinary Share,Xetra,Germany
Hansa Group Ord Shs,H4GG.F^H15,DE0007608606,D3033X108,Ordinary Share,Frankfurt Stock Exchange,Germany
IVG Immobilien Ord Shs,IVGG.F^H14,DE0006205701,D36953103,Ordinary Share,Frankfurt Stock Exchange,Germany
Mauser Waldeck Ord Shs,MAUG.F^A16,DE0006580301,D52799117,Ordinary Share,Frankfurt Stock Exchange,Germany
"Pixelpark Ordinary Shares, new",PXLGe.DE^H05,DE000A0EPU31,D6124M170,Ordinary Share,Xetra,Germany
Holsten Ord Shs,HSTG.DE^G06,DE0006081003,D33704103,Ordinary Share,Xetra,Germany
Flavus Beteiligungen Ord Shs,F2VG.F^L12,DE000A0Z25J5,D3690J103,Ordinary Share,Frankfurt Stock Exchange,Germany
Lieken Ord Shs,KAMG.DE^D04,DE0006280605,D3810K105,Ordinary Share,Xetra,Germany
Mifa Mitteldeutsche Fahrradwerke Ord Shs,FW1G.DE^G15,DE000A0B95Y8,D5442K106,Ordinary Share,Xetra,Germany
Ago E Ord Shs,AGYNe.F^F13,DE000A1TNSD5,D0238C129,Ordinary Share,Frankfurt Stock Exchange,Germany
Solarparc Ord Shs,SLXG.F^G12,DE0006352537,D9695G101,Ordinary Share,Frankfurt Stock Exchange,Germany
Haikui Seafood Ord Shs,H8K.DE^B16,DE000A1JH3F9,D1R9D6108,Ordinary Share,Xetra,Germany
Greenwich Beteiligungen K Ord Shs,PEBk.F^H17,DE000A2BPL17,D2853S165,Ordinary Share,Frankfurt Stock Exchange,Germany
Questos Ord Shs,QUTG.F^L12,DE000A0SLME4,D63765115,Ordinary Share,Frankfurt Stock Exchange,Germany
KTG Agrar Ord Shs,7KTG.DE^H16,DE000A0DN1J4,D48297101,Ordinary Share,Xetra,Germany
Kofler Energies Power Ord Shs,R7UG.F^L14,DE000A0HNHE3,D6569D107,Ordinary Share,Frankfurt Stock Exchange,Germany
FAME Film+Music Common Stock,FAMG.DE^I04,DE0005185102,D2589C104,Ordinary Share,Xetra,Germany
Biogas Nord Ord Shs,BG8G.F^L13,DE000A0HHE20,D11351109,Ordinary Share,Frankfurt Stock Exchange,Germany
Kampa New Ord Shs,KPHGe.DE^H07,DE000A0MF3E0,D38122137,Ordinary Share,Xetra,Germany
PKV VERMOEGEN Common Stock,PKIG.DE^E04,DE0005767008,D6125D104,Ordinary Share,Xetra,Germany
ARXES Network Communication Consulting AG Ordinary Shares,ARXGva.DE^K05,DE000A0FAP34,D0453B129,Ordinary Share,Xetra,Germany
Westgrund Ord Shs,WEG1.DE^C21,DE000A0HN4T3,D9662C125,Ordinary Share,Xetra,Germany
Equitrust Ord Shs,WDGG.DE^C08,DE0007776007,D95560104,Ordinary Share,Xetra,Germany
EPG K Ord Shs,Q9ZKk.F^I15,DE000A12UK99,D2458G186,Ordinary Share,Frankfurt Stock Exchange,Germany
NTT Com Security Ord Shs,AAGGn.F^F16,DE0005155030,D37069107,Ordinary Share,Frankfurt Stock Exchange,Germany
Computec Media Ord Shs,CMDG.F^J13,DE0005441000,D15842103,Ordinary Share,Frankfurt Stock Exchange,Germany
Brm Woll-Kaemmer Common Stock,BWOG.DE^L04,DE0005272009,D13720103,Ordinary Share,Xetra,Germany
Sinner Ord Shs,SING.F^J18,DE0007241002,D69842108,Ordinary Share,Frankfurt Stock Exchange,Germany
Advanced Photonics Technologies Ord Shs,AP8Gk.F^C13,DE000A0AM9S2,D0190L141,Ordinary Share,Frankfurt Stock Exchange,Germany
OperaOne Ord Shs,OOWG.F^G14,DE000A1H6YK2,D58816105,Ordinary Share,Frankfurt Stock Exchange,Germany
Real Garant Vers Common Stock,RGVG.F^I03,DE0008434226,D6363D105,Ordinary Share,Frankfurt Stock Exchange,Germany
HAHN Immobilien-Beteiligungs Ord Shs,H4IG.DE^C15,DE0006006703,undefined,Ordinary Share,Xetra,Germany
IQ Investment Ord Shs,5IQG.F^L12,DE000A0TGMJ1,D3797A104,Ordinary Share,Frankfurt Stock Exchange,Germany
Etienne Aigner Ord Shs,AIGG.F^L12,DE0005011001,D01960109,Ordinary Share,Frankfurt Stock Exchange,Germany
Inspire N Ord Shs,4SPGn.F^L12,DE000A0KEWA3,D3703A107,Ordinary Share,Frankfurt Stock Exchange,Germany
VCL Film Median Ord Shs,VFMG.DE^C04,DE0005098503,D9331N106,Ordinary Share,Xetra,Germany
U S U Software Common Stock,USUG.DE^I03,DE0007571101,D1675Z100,Ordinary Share,Xetra,Germany
Heinkel AG Common Stock,HKLG.DE^I04,DE0006059009,D3184V109,Ordinary Share,Xetra,Germany
PI Portugal Immobilien Ord Shs,6PI.F^L12,DE000A0LD662,D3785L104,Ordinary Share,Frankfurt Stock Exchange,Germany
LHS Ord Shs,LHSG.DE^B10,DE000LHS4000,D5067K100,Ordinary Share,Xetra,Germany
RAG Abwicklungs Ord Shs,ROSGn.F^L12,DE0007062010,D65966133,Ordinary Share,Frankfurt Stock Exchange,Germany
Moebel Walther Ord Shs,MWAG.DE^I10,DE0006620909,D5451R117,Ordinary Share,Xetra,Germany
Emprise Ord Shs,ERIG.F^F11,DE0005710503,D1952C105,Ordinary Share,Frankfurt Stock Exchange,Germany
wheel IT Ord Shs,WH2G.F^L12,DE0005488001,undefined,Ordinary Share,Frankfurt Stock Exchange,Germany
Constantin Film Ord Shs,CFAG.DE^J09,DE0005800809,D1611G109,Ordinary Share,Xetra,Germany
Texas Instr Berl Common Stock,CDTG.F^K03,DE0005310908,D1604P108,Ordinary Share,Frankfurt Stock Exchange,Germany
Powerbags E Ord Shs,P9BGe.DE^A10,DE000A0Z1H81,D61745135,Ordinary Share,Xetra,Germany
Tracom Holding Ord Shs,RDGGk.F^L12,DE000A0V9KH4,D2477S104,Ordinary Share,Frankfurt Stock Exchange,Germany
Procon Multimedia Ord Shs,PMMG.F^G12,DE0005122006,D6197X103,Ordinary Share,Frankfurt Stock Exchange,Germany
CDV Software Entertainment New Ord Shs,OGGGke.F^H09,DE000A0L1MV0,D1494X211,Ordinary Share,Frankfurt Stock Exchange,Germany
Papierfa Weissen Common Stock,PAWG.F^C05,DE0006889504,D59582102,Ordinary Share,Frankfurt Stock Exchange,Germany
DTB - Deutsche Biogas Ord Shs,DB9G.F^A15,DE000A1E8988,D2332W100,Ordinary Share,Frankfurt Stock Exchange,Germany
VanCamel Ord Shs,VC8.F^D16,DE000A1RFMM9,D8T66W108,Ordinary Share,Frankfurt Stock Exchange,Germany
DBV Holding AG Ord Shs,DBVG.DE^D09,DE0008416900,D1702A102,Ordinary Share,Xetra,Germany
eMind Ord Shs,EMWG.F^K11,DE000A0LD5C2,D2538C106,Ordinary Share,Frankfurt Stock Exchange,Germany
Atevia N Ord Shs,CMBGn.F^H16,DE000CMBT111,D0424X101,Ordinary Share,Frankfurt Stock Exchange,Germany
PrimaCom Ord Shs,PRIG.F^K14,DE0006259104,D61904104,Ordinary Share,Frankfurt Stock Exchange,Germany
getgoods.de Ord Shs,GGO.F^H14,DE0005560601,D285VZ101,Ordinary Share,Frankfurt Stock Exchange,Germany
Lambda Physik Common Stock,LPXG.DE^A05,DE0005494272,D4841H103,Ordinary Share,Xetra,Germany
November Ord Shs,NBXGk.F^I13,DE000A0Z24E9,D5799A156,Ordinary Share,Frankfurt Stock Exchange,Germany
LHA Krause Ord Shs,LHKG.F^A12,DE0006490105,D5029F124,Ordinary Share,Frankfurt Stock Exchange,Germany
Unit Energy Eur Ord Shs,UEEGn.F^L12,DE000A0H5ZS5,D85445126,Ordinary Share,Frankfurt Stock Exchange,Germany
Glasauer Wagnisk Common Stock,GWGG.F^E04,DE0005936603,D2796E109,Ordinary Share,Frankfurt Stock Exchange,Germany
Cobracrest Ord Shs,ABTG.F^L12,DE000A0AHTE5,D1546B118,Ordinary Share,Frankfurt Stock Exchange,Germany
Centrosolar Group K Ord Shs,C3OAk.F^F15,DE000A1TNS13,D1498J119,Ordinary Share,Frankfurt Stock Exchange,Germany
Windeln.de E Ord Shs,WDLJe.DE^F18,DE000WNDL1J7,D9695R107,Ordinary Share,Xetra,Germany
Walter Bau Ord Shs,WTBG.F^B22,DE0007477507,D97242107,Ordinary Share,Frankfurt Stock Exchange,Germany
Kabel New Media Ord Shs,KNWG.F^J13,DE0006229503,D6612C106,Ordinary Share,Frankfurt Stock Exchange,Germany
Odeon Film Ord Shs,ODEG.F^H21,DE0006853005,D5848M102,Ordinary Share,Frankfurt Stock Exchange,Germany
GAP Ord Shs,GSMGk.DE^J06,DE0005801500,D2752Z112,Ordinary Share,Xetra,Germany
Wedeco AG Common Stock,WDOG.DE^G05,DE0005141808,D9556N104,Ordinary Share,Xetra,Germany
Apcoa Parking Ord Shs,APPG.DE^J03,DE0005055503,D0377Z103,Ordinary Share,Xetra,Germany
De Raj Group AG Ord Shs,DRJG.F^C21,DE000A2GSWR1,D1T0WZ100,Ordinary Share,Frankfurt Stock Exchange,Germany
Edscha AG Common Stock,EDHG.DE^C04,DE0005633002,D37126139,Ordinary Share,Xetra,Germany
ADS System AG Ord Shs,AYGG.DE^H06,DE0005147805,D01909106,Ordinary Share,Xetra,Germany
Lobster Network Ord Shs,LOBG.DE^J07,DE0005082903,D5055C102,Ordinary Share,Xetra,Germany
MIS AG Common Stock,MIXG.DE^A06,DE0006612401,D5419L103,Ordinary Share,Xetra,Germany
Comtrade Ord Shs,CTBGk.F^L11,DE000A0STXE4,D1591K146,Ordinary Share,Frankfurt Stock Exchange,Germany
ENRO Energie Ord Shs,EEO.F^F11,DE000A0WMKN9,D2550Y101,Ordinary Share,Frankfurt Stock Exchange,Germany
Feedback Ord Shs,FEEG.F^C16,DE000A0DRW95,D25903127,Ordinary Share,Frankfurt Stock Exchange,Germany
Stoehr & Company Ord Shs,STRG.F^D17,DE0007277006,D81470102,Ordinary Share,Frankfurt Stock Exchange,Germany
Driver and Bengsch Ord Shs,D8BG.DE^L12,DE000ADCB888,D2330J101,Ordinary Share,Xetra,Germany
F.I.B.Frankf.Inv. AG Ord Shs,0FIBG.DE^F10,DE0006301807,D0545S106,Ordinary Share,Xetra,Germany
systaic Ord Shs,SJKG.F^B12,DE000A0JKYP6,D8280V101,Ordinary Share,Frankfurt Stock Exchange,Germany
Firstextile Ord Shs,FT8.F^I16,DE000A1PG8V8,D3690K100,Ordinary Share,Frankfurt Stock Exchange,Germany
RSE Grund Ord Shs,RINGb.DE^C09,DE0008292079,D6569B127,Ordinary Share,Xetra,Germany
MWG Biotech Ord Shs,NWUGk.DE^H09,DE000A0EPUF5,D5565N143,Ordinary Share,Xetra,Germany
Curtis 1000 Euro Ord Shs,CEUG.DE^A11,DE0005431001,D16491108,Ordinary Share,Xetra,Germany
E-M-S New Media Ord Shs,EMNG.F^A12,DE0005212807,D2466J107,Ordinary Share,Frankfurt Stock Exchange,Germany
Ergo Ver Gruppe Ord Shs,ERGG.DE^G10,DE0008418526,D25042116,Ordinary Share,Xetra,Germany
Dubai Oasis Capital Ord Shs,D9OG.F^L12,DE000A0H1K19,D2332T107,Ordinary Share,Frankfurt Stock Exchange,Germany
Media! Ord Shs,MJAG.DE^J05,DE0006633308,D5314C109,Ordinary Share,Xetra,Germany
Kleindienst Dat Ord Shs,KLDG.DE^I05,DE0006290208,D3908U106,Ordinary Share,Xetra,Germany
Koeln Duesseld Ord Shs,KDRG.F^H17,DE0008286006,D39518135,Ordinary Share,Frankfurt Stock Exchange,Germany
Mistral Media Ord Shs,SPZN.F^K15,DE000A1PHC13,D5S4EN143,Ordinary Share,Frankfurt Stock Exchange,Germany
Cinemedia Film Ord Shs,CMWG.F^H14,DE0005433007,D1532E100,Ordinary Share,Frankfurt Stock Exchange,Germany
1st RED Ord Shs,SXLG.F^H18,DE0006055007,D8122L105,Ordinary Share,Frankfurt Stock Exchange,Germany
TDS Informationstechnologie Ord Shs,TDSG.DE^F12,DE0005085609,D8294X101,Ordinary Share,Xetra,Germany
Eurobike Common Stock,EUBGe.DE^A05,DE0005408843,D66565124,Ordinary Share,Xetra,Germany
EOP Biodiesel Ord Shs,E2BG.F^L12,DE000A0DP374,D2552R104,Ordinary Share,Frankfurt Stock Exchange,Germany
BKN biostrom Ord Shs,B9KG.DE^L12,DE000A0LD4M4,D11565104,Ordinary Share,Xetra,Germany
TV Loonland Ord Shs,TVLG.F^L12,DE0005348403,D8486T108,Ordinary Share,Frankfurt Stock Exchange,Germany
Brain Force Financial Solutions AG Common Stock,NSWG.DE^F05,DE0006790009,D5799N109,Ordinary Share,Xetra,Germany
Fasson AG Ord Shs,FASS.PA^L10,DE0006636384,D2589H111,Ordinary Share,Euronext Paris,Germany
Aire Ord Shs,IREG.DE^F13,DE0006344211,D6947T105,Ordinary Share,Xetra,Germany
Metabox Ord Shs,MBXG.F^L12,DE0006921208,D61036105,Ordinary Share,Frankfurt Stock Exchange,Germany
MyContract24 Ord Shs,3COG.F^L12,DE000A1EL9G3,D5565Q104,Ordinary Share,Frankfurt Stock Exchange,Germany
Artificial Life Source Holding Ord Shs,ALFL.DE^L12,IM00B42CVB98,G9753C106,Ordinary Share,Xetra,Germany
Saltus Technology Ord Shs,SASG.F^L12,DE0007161002,D66900107,Ordinary Share,Frankfurt Stock Exchange,Germany
Viva Media AG Common Stock,VVMGn.DE^F05,DE0006171069,D8825G106,Ordinary Share,Xetra,Germany
SolarHybrid Ord Shs,SHLG.F^G15,DE000A0LR456,D70496100,Ordinary Share,Frankfurt Stock Exchange,Germany
Hench-Thermoplast Ord Shs,BKRG.F^L12,DE0005282008,D3201N106,Ordinary Share,Frankfurt Stock Exchange,Germany
Moninger Holding Ord Shs,BMOG.F^C19,DE0005247308,D12600108,Ordinary Share,Frankfurt Stock Exchange,Germany
Duewag AG Common Stock,WUEG.F^I03,DE0007751000,D23280106,Ordinary Share,Frankfurt Stock Exchange,Germany
ELIA Tuning & Design Ord Shs,E4DG.F^K11,DE000A0H50Y0,D2461X119,Ordinary Share,Frankfurt Stock Exchange,Germany
Mood and Motion K Ord Shs,NF7Gk.F^G15,DE000A1E9A75,D5501V118,Ordinary Share,Frankfurt Stock Exchange,Germany
ITM Technology Ord Shs,ANYG.DE^L09,DE000A0J2WF4,D0419P105,Ordinary Share,Xetra,Germany
Gontard & MetallBank Ord Shs,GMBG.F^H14,DE0005890503,D2849Q174,Ordinary Share,Frankfurt Stock Exchange,Germany
GUB Capital Ord Shs,GUUG.DE^F08,DE0005936504,D2909F100,Ordinary Share,Xetra,Germany
Praktiker Ord Shs,PRAG.DE^B17,DE000A0F6MD5,D6174B108,Ordinary Share,Xetra,Germany
Pongs & Zahn Ord Shs,PUZG.F^K21,DE0006954001,D61463101,Ordinary Share,Frankfurt Stock Exchange,Germany
emQtec Ord Shs,EMQG.DE^G17,DE000A0JL529,D2538B108,Ordinary Share,Xetra,Germany
kling Jelko Common Stock,KJDG.DE^J05,DE0006291404,D3914K100,Ordinary Share,Xetra,Germany
Vogt Electronic Ord Shs,VOEG.DE^H09,DE0007659302,D88766106,Ordinary Share,Xetra,Germany
Feedback Common Stock,FEEG.DE^C05,DE0005490775,D25903101,Ordinary Share,Xetra,Germany
Interglas Techs Ord Shs,ITEG.DE^K06,DE0006210016,D5990P127,Ordinary Share,Xetra,Germany
Tauris Beteiligungs Ord Shs,T9SG.F^L12,DE000A0HNJ76,D8282A105,Ordinary Share,Frankfurt Stock Exchange,Germany
Infomatec Integrated Information Systems Ord Shs,IFOG.F^D13,DE0006222003,D3545K107,Ordinary Share,Frankfurt Stock Exchange,Germany
Agiplan Technosoft Ord Shs,AGIG.F^C14,DE0005870356,D0149L101,Ordinary Share,Frankfurt Stock Exchange,Germany
Entrium Direct B Common Stock,EDBG.DE^H03,DE0008026907,D2551B100,Ordinary Share,Xetra,Germany
Management Data Ord Shs,MAFG.F^B13,DE0006621303,D6256E103,Ordinary Share,Frankfurt Stock Exchange,Germany
Cross IT Media Ord Shs,CIMG.F^L12,DE0005443006,D1646F100,Ordinary Share,Frankfurt Stock Exchange,Germany
Concord Investmentbank Ord Shs,CCFG.F^L12,DE0005410203,D1593P101,Ordinary Share,Frankfurt Stock Exchange,Germany
Equipotential Ord Shs,EQUG.F^L12,DE000A0KFUF3,D2552S102,Ordinary Share,Frankfurt Stock Exchange,Germany
B.A.U.M. Common Stock,BAMGn.DE^D04,DE0005083109,D1187L102,Ordinary Share,Xetra,Germany
Hornblower Fischer Ord Shs,HFRG.F^L12,DE0006083827,D33932118,Ordinary Share,Frankfurt Stock Exchange,Germany
Boewe Systec Ord Shs,BSYG.F^K20,DE0005239701,D12236101,Ordinary Share,Frankfurt Stock Exchange,Germany
TIG Themis Industries Gr Ord Shs,VCHGkn.DE^L10,DE000A0XYL04,D8295Y124,Ordinary Share,Xetra,Germany
Ultrasonic Ord Shs,US5.F^G20,DE000A1KREX3,D8491X102,Ordinary Share,Frankfurt Stock Exchange,Germany
Umweltkontor Ord Shs,UREG.DE^L06,DE0007608101,D85071104,Ordinary Share,Xetra,Germany
Biogas I Ord Shs,SB1Gn.DE^B11,DE000SBGS111,D1000E103,Ordinary Share,Xetra,Germany
Wapme Systems Ord Shs,WPMG.DE^B09,DE0005495501,D95366106,Ordinary Share,Xetra,Germany
Trius Ord Shs,TUSG.DE^J06,DE0005270300,D8467C108,Ordinary Share,Xetra,Germany
DUMPcar Ord Shs,APYK.F^L12,DE000A1RFLD0,D2R3K2118,Ordinary Share,Frankfurt Stock Exchange,Germany
4MBO Int Elect Ord Shs,MB4G.DE^G06,DE0005487805,D2686P107,Ordinary Share,Xetra,Germany
loginet3 Ord Shs,PPBG.F^A13,DE0006945702,D6143V102,Ordinary Share,Frankfurt Stock Exchange,Germany
Quintos K Ord Shs,QNSGk.F^L12,DE000A1H32Y6,D6241L170,Ordinary Share,Frankfurt Stock Exchange,Germany
GFKL Financial Services K Ord Shs,GFSGk.DE^L09,DE000A0EZFF5,D28540116,Ordinary Share,Xetra,Germany
Sero Entsorgung Ord Shs,SROG.F^K14,DE0007230401,D6945K106,Ordinary Share,Frankfurt Stock Exchange,Germany
Adori Ord Shs,ADJG.DE^K07,DE0006655103,D01907100,Ordinary Share,Xetra,Germany
10tacle studios Ord Shs,T1CG.F^L12,DE000TACL107,D5877T127,Ordinary Share,Frankfurt Stock Exchange,Germany
